Namn	Id
Stora Sjöfallet	SE_STA_CAMERA_Geni_4161_K1
Braberg	SE_STA_CAMERA_Geni_4162_K1
Knivsåsen	SE_STA_CAMERA_Geni_4164_K1
Perstorp	SE_STA_CAMERA_Geni_4163_K1
Sävastön	SE_STA_CAMERA_Geni_4166_K1
Danderyds kyrkogård	SE_STA_CAMERA_0_50438875
Mörbyberget	SE_STA_CAMERA_0_50438867
Tpl Danderyds sjukhus	SE_STA_CAMERA_0_50438863
Tpl Mörby Centrum	SE_STA_CAMERA_0_50438871
Tpl Mörby Centrum Norra	SE_STA_CAMERA_0_50438873
Tpl Mörby Centrum Södra	SE_STA_CAMERA_0_50438869
Danderydsberg	SE_STA_CAMERA_0_50438881
Ekebydal	SE_STA_CAMERA_0_50438885
Enebyberg	SE_STA_CAMERA_0_50438889
Enebyängen	SE_STA_CAMERA_0_50438887
Tpl Lahäll Södra	SE_STA_CAMERA_0_50438891
Älgberget	SE_STA_CAMERA_Geni_4167_K1
Midsommarkransens Gymnasium	SE_STA_CAMERA_0_50438736
Nybodahöjden	SE_STA_CAMERA_0_50438738
Tpl Nyboda Södra	SE_STA_CAMERA_0_50438748
Tpl Nyboda	SE_STA_CAMERA_0_50438746
Västberga Allé	SE_STA_CAMERA_0_50438750
Västberga Allé Södra	SE_STA_CAMERA_0_50438752
Delsjömotet Västra sydöst	SE_STA_CAMERA_0_1075002675
Gullbergstunneln Västra Mynning	SE_STA_CAMERA_0_1075001933
Hagenmotet Södra söderut	SE_STA_CAMERA_0_1075001979
Skulltorpsmotet	SE_STA_CAMERA_Geni_4168_K1
Grådö V	SE_STA_CAMERA_Geni_4169_K1
Torsöbron V	SE_STA_CAMERA_Geni_4170_K1
- Källstorp	SE_STA_CAMERA_Geni_4171_K1
Hov	SE_STA_CAMERA_Geni_4172_K1
Skulltorpsmotet	SE_STA_CAMERA_0_1075002734
Skulltorpsmotet	SE_STA_CAMERA_0_1075002735
Tingstadstunneln Södra bom E45	SE_STA_CAMERA_0_1075002663
Tingstadstunneln Södra bom E45 nordöst	SE_STA_CAMERA_0_1075002664
Gullbergstunneln Bom Påfart Ö 	SE_STA_CAMERA_0_1075001935
Marieholmsmotet Norra	SE_STA_CAMERA_0_1075002809
Marieholmsmotet Norra	SE_STA_CAMERA_0_1075002810
Gullbergstunneln Östra mynning	SE_STA_CAMERA_0_1075001936
Gullbergstunneln Bom Falutorget	SE_STA_CAMERA_0_1075001937
Gullbergstunneln Bom Påfart Kämpegatan	SE_STA_CAMERA_0_1075001934
Tingstadsmotet Norra	SE_STA_CAMERA_0_1075002564
Tingstadsmotet Norra	SE_STA_CAMERA_0_1075002565
Älvsborgsbron Rödasten GC-bom 	SE_STA_CAMERA_0_1075002600
Älvsborgsbron Rödasten  E45.01 bom	SE_STA_CAMERA_0_1075002601
Älvsborgsbron Rödasten GC-bom 	SE_STA_CAMERA_0_1075002602
Älvsborgsbron Bräckemotet Väst bom	SE_STA_CAMERA_0_1075002603
Älvsborgsbron Ivarsberg GC-bom	SE_STA_CAMERA_0_1075002605
Älvsborgsbron Ivarsberg E6.20 bom	SE_STA_CAMERA_0_1075002667
Älvsborgsbron Ivarsberg GC-bom	SE_STA_CAMERA_0_1075002668
Älvsborgsbron Ivarsbergsmotet påfart bom	SE_STA_CAMERA_0_1075002611
Älvsborgsbron Rödasten E6.20 bom	SE_STA_CAMERA_0_1075002609
Älvsborgsbron Rödasten Högsboleden bom	SE_STA_CAMERA_0_1075002627
Fiskhamnsmotet Väst	SE_STA_CAMERA_0_1075002731
Fiskhamnsmotet Väst	SE_STA_CAMERA_0_1075002732
Kungsstensmotet	SE_STA_CAMERA_0_1075001975
Kungsstensmotet	SE_STA_CAMERA_0_1075001976
Fiskebäcksmotet Norra	SE_STA_CAMERA_0_1075001981
Fiskebäcksmotet	SE_STA_CAMERA_0_1075001984
Fiskebäcksmotet Norra	SE_STA_CAMERA_0_1075001982
Fiskebäcksmotet Södra2	SE_STA_CAMERA_0_1075001991
Fiskebäcksmotet Södra2	SE_STA_CAMERA_0_1075001990
Fiskebäcksmotet	SE_STA_CAMERA_0_1075001985
Fiskebäcksmotet Södra	SE_STA_CAMERA_0_1075001987
Fiskebäcksmotet Södra	SE_STA_CAMERA_0_1075001988
Tynnerdsmotet	SE_STA_CAMERA_0_1075001996
Tynnerdsmotet	SE_STA_CAMERA_0_1075001997
Tynnerdsmotet Södra	SE_STA_CAMERA_0_1075001999
Tynnerdsmotet Södra	SE_STA_CAMERA_0_1075002000
Tynneredsmotet Norra	SE_STA_CAMERA_0_1075001993
Tynneredsmotet Norra	SE_STA_CAMERA_0_1075001994
Frölundamotet Västra	SE_STA_CAMERA_0_1075002002
Frölundamotet Östra	SE_STA_CAMERA_0_1075002009
Frölundamotet Östra	SE_STA_CAMERA_0_1075002008
Frölundamotet	SE_STA_CAMERA_0_1075002005
Frölundamotet	SE_STA_CAMERA_0_1075002006
Frölundamotet Västra	SE_STA_CAMERA_0_1075002003
Järnbrottsmotet	SE_STA_CAMERA_0_1075002014
Järnbrottsmotet Västra	SE_STA_CAMERA_0_1075002011
Järnbrottsmotet Västra	SE_STA_CAMERA_0_1075002012
Järnbrottsmotet	SE_STA_CAMERA_0_1075002017
Järnbrottsmotet	SE_STA_CAMERA_0_1075002018
Järnbrottsmotet	SE_STA_CAMERA_0_1075002015
Järnbrottsmotet Östra	SE_STA_CAMERA_0_1075002020
Järnbrottsmotet Östra	SE_STA_CAMERA_0_1075002021
Sisjömotet	SE_STA_CAMERA_0_1075002026
Sisjömotet	SE_STA_CAMERA_0_1075002027
Sisjömotet Västra	SE_STA_CAMERA_0_1075002023
Sisjömotet Västra	SE_STA_CAMERA_0_1075002024
Sisjömotet Östra	SE_STA_CAMERA_0_1075002029
Sisjömotet Östra	SE_STA_CAMERA_0_1075002030
Sisjömotet Östra	SE_STA_CAMERA_0_1075002035
Sisjömotet Östra	SE_STA_CAMERA_0_1075002032
Sisjömotet Östra	SE_STA_CAMERA_0_1075002036
Sisjömotet Östra	SE_STA_CAMERA_0_1075002033
Fässbergsmotet Västra	SE_STA_CAMERA_0_1075002038
Fässbergsmotet Västra	SE_STA_CAMERA_0_1075002039
Fässbergsmotet	SE_STA_CAMERA_0_1075002041
Fässbergsmotet	SE_STA_CAMERA_0_1075002042
Fässbergsmotet Östra	SE_STA_CAMERA_0_1075002044
Fässbergsmotet Östra	SE_STA_CAMERA_0_1075002045
Gerumstunneln Södra mynning	SE_STA_CAMERA_0_1075000829
Åbromotet	SE_STA_CAMERA_0_1075002054
Åbromotet	SE_STA_CAMERA_0_1075002053
Åbromotet Västra	SE_STA_CAMERA_0_1075002051
Åbromotet Västra	SE_STA_CAMERA_0_1075002050
Gerumstunneln Norra mynning	SE_STA_CAMERA_0_1075000834
Marieholmstunneln Östra	SE_STA_CAMERA_0_1075001739
Marieholmstunneln Västra	SE_STA_CAMERA_0_1075001744
Uddevallabron S	SE_STA_CAMERA_0_1075001298
Uddevallabron Södra	SE_STA_CAMERA_0_1075001297
Kärratunneln Norra	SE_STA_CAMERA_0_1075001586
Kärratunneln Södra	SE_STA_CAMERA_0_1075001587
Sörvikstunneln Södra	SE_STA_CAMERA_0_1075001590
Sörvikstunneln Norra	SE_STA_CAMERA_0_1075001589
Kärratunneln Norra	SE_STA_CAMERA_0_1075001645
Sörvikstunneln Södra	SE_STA_CAMERA_0_1075001649
Brottkärrsmotet	SE_STA_CAMERA_0_1075002725
Brottkärrsmotet	SE_STA_CAMERA_0_1075002726
Aspen S	SE_STA_CAMERA_Orion_50433774
Tpl Västberga	SE_STA_CAMERA_0_50438756
Tpl Västberga Södra	SE_STA_CAMERA_0_50438758
Tpl Danderyds kyrka Norra	SE_STA_CAMERA_0_50438879
Tpl Lahäll Norra	SE_STA_CAMERA_0_50438895
Tpl Roslags-Näsby Södra	SE_STA_CAMERA_0_50438897
Björnberget	SE_STA_CAMERA_0_50438915
Hägernäs strand Södra	SE_STA_CAMERA_0_50438923
Tpl Hägernäs Norra	SE_STA_CAMERA_0_50438921
Tpl Hägernäs Södra	SE_STA_CAMERA_0_50438917
Tpl Roslags-Näsby Norra	SE_STA_CAMERA_0_50438901
Tpl Viggbyholm Norra	SE_STA_CAMERA_0_50438913
Tpl Viggbyholm Södra	SE_STA_CAMERA_0_50438909
Täby Park	SE_STA_CAMERA_0_50438905
Täby Park Norra	SE_STA_CAMERA_0_50438907
Täby Park Södra	SE_STA_CAMERA_0_50438903
Hägernäs strand Norra	SE_STA_CAMERA_0_50438925
Tpl Arninge S	SE_STA_CAMERA_0_50438929
Tpl Arninge Södra	SE_STA_CAMERA_0_50438927
Svindersvik	SE_STA_CAMERA_Orion_50435736
Storgöl	SE_STA_CAMERA_Geni_4173_K1
Riksgränsen 2	SE_STA_CAMERA_Geni_5016_K2
Riksgränsen	SE_STA_CAMERA_Geni_4308_K1
Svinesundsbron	SE_STA_CAMERA_Geni_4174_K1
Tpl Västberga Norra	SE_STA_CAMERA_0_50438754
Tpl Nyboda Östra	SE_STA_CAMERA_0_50438740
Tpl Hjulsta	SE_STA_CAMERA_0_50439563
Hornsberg	SE_STA_CAMERA_0_50438694
Tpl Tomteboda	SE_STA_CAMERA_0_50438690
Kontrollplats Gröndal	SE_STA_CAMERA_0_50438728
Tpl Kristineberg	SE_STA_CAMERA_0_50438700
Tpl Lilla Essingen	SE_STA_CAMERA_0_50438714
Tpl Nybohov 	SE_STA_CAMERA_0_50438732
Tpl Stora Essingen Norra	SE_STA_CAMERA_0_50438718
Tpl Gröndal Norra	SE_STA_CAMERA_0_50438724
Hammarbyrondellen	SE_STA_CAMERA_0_50439533
